Height,Weight,Reach,STANCE,DOB,name,link
"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984",Felipe Silva,http://www.ufcstats.com/fighter-details/1b38a2b897f6209c
"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",Said Nurmagomedov,http://www.ufcstats.com/fighter-details/0fd5f4b838e890cc
"6' 0""",155 lbs.,"73""",Orthodox,"Aug 15, 1985",Valmir Lazaro,http://www.ufcstats.com/fighter-details/777dea713da2441d
"6' 1""",185 lbs.,"74""",Southpaw,"Oct 04, 1990",Karl Roberson,http://www.ufcstats.com/fighter-details/37d5b176d438d2a5
"5' 3""",115 lbs.,"63""",Orthodox,"May 08, 1982",Jessica Aguilar,http://www.ufcstats.com/fighter-details/8f382b3baa954d2a
"5' 11""",205 lbs.,--,Orthodox,--,Reza Nasri,http://www.ufcstats.com/fighter-details/d41937647eae9a34
"6' 3""",210 lbs.,--,,--,Thaddeus Luster,http://www.ufcstats.com/fighter-details/505934897b8b4824
"5' 11""",170 lbs.,"74""",Switch,"Aug 20, 1988",Emil Meek,http://www.ufcstats.com/fighter-details/103b06d8707895a9
"6' 1""",155 lbs.,--,Orthodox,"Mar 09, 1986",Michael McBride,http://www.ufcstats.com/fighter-details/443f60bec7c3c3d5
"5' 8""",170 lbs.,--,Orthodox,"May 31, 1977",Koji Oishi,http://www.ufcstats.com/fighter-details/01daf32100ed7517
"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989",Dustin Poirier,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0
"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",TJ Grant,http://www.ufcstats.com/fighter-details/a26198ba5093147e
"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",James Te Huna,http://www.ufcstats.com/fighter-details/f5431394fb284bb9
"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987",Eryk Anders,http://www.ufcstats.com/fighter-details/cad24459b28592ca
"6' 2""",233 lbs.,--,Orthodox,"Feb 07, 1965",Tra Telligman,http://www.ufcstats.com/fighter-details/1dab0d1d81dd06db
"5' 11""",145 lbs.,"72""",Orthodox,"Mar 26, 1988",Calvin Kattar,http://www.ufcstats.com/fighter-details/751de04455cfaac0
"5' 8""",135 lbs.,"71""",Southpaw,"Oct 08, 1982",Ken Stone,http://www.ufcstats.com/fighter-details/fbf0947399d14323
"5' 8""",205 lbs.,"76""",Orthodox,"Jul 31, 1987",Dalcha Lungiambula,http://www.ufcstats.com/fighter-details/ce632027bf2a871b
"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993",Jarred Brooks,http://www.ufcstats.com/fighter-details/81d9df19e255b8b6
"6' 2""",155 lbs.,--,Orthodox,"Jan 08, 1983",Colin Fletcher,http://www.ufcstats.com/fighter-details/7d09200f6a77b20e
"5' 6""",135 lbs.,"70""",Orthodox,"Mar 13, 1983",Nam Phan,http://www.ufcstats.com/fighter-details/80dbeb1dd5b53e64
"5' 7""",155 lbs.,"70""",Southpaw,"Sep 22, 1978",Takanori Gomi,http://www.ufcstats.com/fighter-details/3be081c29bf734d9
"5' 5""",135 lbs.,"65""",Southpaw,"Oct 10, 1984",Mitch Gagnon,http://www.ufcstats.com/fighter-details/b8592b4a383696cd
"5' 8""",155 lbs.,--,Orthodox,"Aug 23, 1983",Joe Brammer,http://www.ufcstats.com/fighter-details/013da757877044a2
"5' 7""",200 lbs.,--,Orthodox,--,Jermaine Andre,http://www.ufcstats.com/fighter-details/9bad58fa651d6196
"6' 1""",185 lbs.,--,Southpaw,"Dec 08, 1974",Dante Rivera,http://www.ufcstats.com/fighter-details/288aaa8f82040e02
"6' 1""",290 lbs.,--,Orthodox,--,Steven Graham,http://www.ufcstats.com/fighter-details/3e514f437c51ce0a
"5' 11""",185 lbs.,--,Orthodox,"Aug 13, 1993",Joseph Gigliotti,http://www.ufcstats.com/fighter-details/83825fad27ab3581
"6' 1""",170 lbs.,"74""",Switch,"Dec 28, 1992",Niklas Stolze,http://www.ufcstats.com/fighter-details/62f7097c04311193
"6' 8""",770 lbs.,--,Open Stance,"Sep 05, 1960",Emmanuel Yarborough,http://www.ufcstats.com/fighter-details/2299605af59fd309
"6' 3""",220 lbs.,"78""",Orthodox,"May 02, 1984",Maxim Grishin,http://www.ufcstats.com/fighter-details/950d0ef5c17157c5
"6' 2""",155 lbs.,"74""",Switch,"Aug 11, 1995",Alex Gorgees,http://www.ufcstats.com/fighter-details/803bebcfb6d6f506
"6' 4""",265 lbs.,"78""",Orthodox,"Oct 17, 1981",Ben Rothwell,http://www.ufcstats.com/fighter-details/bd58d34e39b7b12a
"5' 8""",135 lbs.,"72""",Southpaw,"Jan 20, 1996",Su Mudaerji,http://www.ufcstats.com/fighter-details/3cf18e01cb6cbde3
"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979",David Loiseau,http://www.ufcstats.com/fighter-details/22e47b53e4ceb27c
"5' 8""",155 lbs.,"71""",Orthodox,"Oct 12, 1984",Jamie Varner,http://www.ufcstats.com/fighter-details/a54fc2d6fc224dc3
"6' 3""",205 lbs.,"75""",Orthodox,"Jul 02, 1984",Vinny Magalhaes,http://www.ufcstats.com/fighter-details/88a9bc81271ccd89
"5' 11""",155 lbs.,"73""",Orthodox,"May 11, 1989",Frankie Perez,http://www.ufcstats.com/fighter-details/96c336b463e0662c
"5' 5""",125 lbs.,"65""",Southpaw,"Jul 29, 1992",Zarrukh Adashev,http://www.ufcstats.com/fighter-details/79cb2a690b9ba5e8
"5' 11""",323 lbs.,--,Orthodox,"Apr 26, 1965",Scott Ferrozzo,http://www.ufcstats.com/fighter-details/977081bc01197656
"6' 5""",275 lbs.,--,Orthodox,--,Harry Moskowitz,http://www.ufcstats.com/fighter-details/4dc496aa0cfc0d95
"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1991",Roman Kopylov,http://www.ufcstats.com/fighter-details/9d83f6da776ff7d6
"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",Ed Herman,http://www.ufcstats.com/fighter-details/06f36cf4bd97ec77
"6' 4""",275 lbs.,--,Orthodox,--,Kevin Rosier,http://www.ufcstats.com/fighter-details/598a58db87b890ee
"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987",Misha Cirkunov,http://www.ufcstats.com/fighter-details/67f272324a030d00
"5' 10""",170 lbs.,--,Orthodox,"Mar 09, 1968",Pat Miletich,http://www.ufcstats.com/fighter-details/cedfdf8d423d500c
"5' 10""",170 lbs.,--,Orthodox,"Apr 28, 1989",Jonavin Webb,http://www.ufcstats.com/fighter-details/f40ec51dd4de47c3
"5' 7""",135 lbs.,"68""",Orthodox,"Jun 21, 1993",Tom Duquesnoy,http://www.ufcstats.com/fighter-details/e979c76341f19b22
"6' 4""",235 lbs.,--,Orthodox,--,Scott Fiedler,http://www.ufcstats.com/fighter-details/0ec821423baa26bd
"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976",Rich Clementi,http://www.ufcstats.com/fighter-details/7d21de9c6d7c98b2
"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",Sean Sherk,http://www.ufcstats.com/fighter-details/029880cdbf5ca089
"5' 6""",135 lbs.,"73""",Southpaw,"Apr 08, 1992",Taylor Lapilus,http://www.ufcstats.com/fighter-details/8b1ed83b02303075
"5' 6""",170 lbs.,--,Orthodox,"Apr 12, 1974",Mikey Burnett,http://www.ufcstats.com/fighter-details/4c805f5f58a75df0
"6' 0""",185 lbs.,--,Orthodox,"Mar 23, 1986",Guilherme Vasconcelos,http://www.ufcstats.com/fighter-details/d6d5da3c209884bc
"6' 1""",170 lbs.,"74""",Orthodox,"Dec 04, 1989",Mike Rhodes,http://www.ufcstats.com/fighter-details/b7ad576b8ae115e6
"6' 0""",185 lbs.,"75""",Orthodox,"Oct 18, 1993",Anthony Hernandez,http://www.ufcstats.com/fighter-details/093e1f5bb73850be
"6' 0""",170 lbs.,--,Orthodox,"Feb 07, 1987",Wagner Silva,http://www.ufcstats.com/fighter-details/fb79582c410d049e
"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",Nik Lentz,http://www.ufcstats.com/fighter-details/6fb1ba67bef41b37
"5' 6""",135 lbs.,"67""",Orthodox,"Sep 12, 1984",Rani Yahya,http://www.ufcstats.com/fighter-details/94527830000ab715
"6' 0""",170 lbs.,--,Orthodox,"Jul 11, 1976",Kenichi Yamamoto,http://www.ufcstats.com/fighter-details/9f488f520ed25bbf
"6' 4""",185 lbs.,"76""",Switch,"Nov 05, 1986",Tamdan McCrory,http://www.ufcstats.com/fighter-details/eff47295daf721a6
"6' 4""",245 lbs.,"78""",Orthodox,"Feb 05, 1976",Antoni Hardonk,http://www.ufcstats.com/fighter-details/69b69c0178c4004d
"6' 2""",205 lbs.,"78""",Orthodox,"Jun 17, 1984",Chris Weidman,http://www.ufcstats.com/fighter-details/3a8176e15b9887c1
"5' 1""",115 lbs.,"60""",Orthodox,"Aug 16, 1989",Tecia Torres,http://www.ufcstats.com/fighter-details/31ef8b67e13495b3
"5' 8""",155 lbs.,"72""",Orthodox,"Sep 11, 1990",Te Edwards,http://www.ufcstats.com/fighter-details/ef44e4ea9050f2ea
"6' 4""",205 lbs.,"77""",Orthodox,"May 28, 1983",Aaron Rosa,http://www.ufcstats.com/fighter-details/11f8860028b68fcf
"5' 9""",155 lbs.,"71""",Orthodox,"Jan 15, 1986",Efrain Escudero,http://www.ufcstats.com/fighter-details/83fd97284f4bb4a4
"5' 8""",155 lbs.,"69""",Orthodox,"Jul 25, 1978",Tiequan Zhang,http://www.ufcstats.com/fighter-details/c23e3d4875340d8d
"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983",Sean O'Connell,http://www.ufcstats.com/fighter-details/cb52f9490c2dc069
"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",Damir Hadzovic,http://www.ufcstats.com/fighter-details/38c626ca912c7bac
"6' 0""",170 lbs.,"74""",Orthodox,"Sep 17, 1974",Mike Guymon,http://www.ufcstats.com/fighter-details/eaea0fc7b76525a8
"5' 7""",135 lbs.,"68""",Orthodox,"Apr 17, 1987",Nick Pace,http://www.ufcstats.com/fighter-details/8cb76103cd8a1562
"6' 0""",170 lbs.,"70""",Southpaw,"Jul 26, 1974",Tony DeSouza,http://www.ufcstats.com/fighter-details/6ad9058b7c7898b0
"5' 10""",170 lbs.,"70""",Southpaw,"Dec 24, 1985",Jesse Ronson,http://www.ufcstats.com/fighter-details/5580771f383e141f
"5' 11""",170 lbs.,"72""",Orthodox,"Nov 13, 1989",Abubakar Nurmagomedov,http://www.ufcstats.com/fighter-details/029e1293e609fd74
"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",Max Griffin,http://www.ufcstats.com/fighter-details/b0d6a1d8ac3d563d
"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992",Montel Jackson,http://www.ufcstats.com/fighter-details/cc1a8b4b38b92c6d
"5' 10""",170 lbs.,--,Orthodox,"Sep 19, 1987",Lewis Gonzalez,http://www.ufcstats.com/fighter-details/2ff2e6e5abea3e53
"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",Darren Elkins,http://www.ufcstats.com/fighter-details/92a9aa9c93192871
"5' 8""",155 lbs.,"71""",Switch,"Feb 20, 1990",Ottman Azaitar,http://www.ufcstats.com/fighter-details/ee18ff42063174df
"5' 11""",170 lbs.,"73""",Orthodox,"Oct 02, 1986",Alex Reyes,http://www.ufcstats.com/fighter-details/dc07493a87dc0a6e
"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",Talita Bernardo,http://www.ufcstats.com/fighter-details/5b2325cd70dbe2ea
"6' 4""",242 lbs.,"77""",Orthodox,"Oct 03, 1984",Dave Herman,http://www.ufcstats.com/fighter-details/cbd6f1abf955e628
"5' 11""",185 lbs.,--,Southpaw,"Aug 31, 1972",Solomon Hutcherson,http://www.ufcstats.com/fighter-details/155bfc7ed36622df
"5' 7""",115 lbs.,"69""",Southpaw,"Oct 20, 1987",Ashley Yoder,http://www.ufcstats.com/fighter-details/b4c6c904a9ffc5e8
"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",Geoff Neal,http://www.ufcstats.com/fighter-details/b997be68943010fc
"6' 0""",170 lbs.,--,Orthodox,"May 24, 1985",Hernani Perpetuo,http://www.ufcstats.com/fighter-details/575360be653ad6a6
"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",Brendan Schaub,http://www.ufcstats.com/fighter-details/89a407032911e27e
"5' 7""",135 lbs.,"70""",Orthodox,"Aug 13, 1986",Russell Doane,http://www.ufcstats.com/fighter-details/f50d95223751e6ca
"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992",Jason Knight,http://www.ufcstats.com/fighter-details/bb1a2cdad6ff34db
"5' 8""",145 lbs.,"70""",Orthodox,"May 10, 1995",Yoshinori Horie,http://www.ufcstats.com/fighter-details/3fa7688bfe48a493
"6' 4""",250 lbs.,"82""",,"Oct 09, 1980",Juan Espino,http://www.ufcstats.com/fighter-details/ccf5dc41417e9daf
"6' 2""",170 lbs.,--,Orthodox,"Oct 31, 1985",Dan Cramer,http://www.ufcstats.com/fighter-details/480b702debcb5433
"5' 7""",135 lbs.,"71""",Orthodox,"Jul 02, 1983",Reuben Duran,http://www.ufcstats.com/fighter-details/4417980b3e798abf
"5' 11""",170 lbs.,--,Orthodox,"Mar 25, 1985",Besam Yousef,http://www.ufcstats.com/fighter-details/98ec9f385cca47fc
"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978",Heath Herring,http://www.ufcstats.com/fighter-details/7450525c7ba032a0
"5' 6""",125 lbs.,"66""",Southpaw,"Sep 16, 1990",Ariel Beck,http://www.ufcstats.com/fighter-details/b96939f2b8d88e82
"5' 5""",135 lbs.,"70""",Orthodox,"Jul 24, 1985",Anderson Dos Santos,http://www.ufcstats.com/fighter-details/bbc9ab95fa766493
"6' 2""",185 lbs.,--,Southpaw,--,Jay Silva,http://www.ufcstats.com/fighter-details/53bb0d40905b87c0
"5' 11""",145 lbs.,"71""",Southpaw,"Sep 04, 1994",Humberto Bandenay,http://www.ufcstats.com/fighter-details/2c2caf2f2bab9df5
"5' 10""",170 lbs.,--,Orthodox,"Dec 02, 1977",Romie Aram,http://www.ufcstats.com/fighter-details/73ef22f25d0f70e2
"5' 11""",185 lbs.,"75""",Orthodox,"May 12, 1973",Travis Lutter,http://www.ufcstats.com/fighter-details/622f015c81a9b13a
"5' 7""",125 lbs.,--,Orthodox,"Feb 27, 1986",Tateki Matsuda,http://www.ufcstats.com/fighter-details/3a524c6700addc24
"6' 2""",247 lbs.,"75""",Orthodox,"Feb 23, 1978",Ruan Potts,http://www.ufcstats.com/fighter-details/7e208569469c8bc8
"5' 11""",170 lbs.,--,Orthodox,"Mar 07, 1983",Steve Kennedy,http://www.ufcstats.com/fighter-details/185fb0200a4605e6
"6' 0""",205 lbs.,--,Orthodox,"Nov 14, 1985",Keith Berish,http://www.ufcstats.com/fighter-details/e3779ef06e98f185
"6' 1""",205 lbs.,"73""",Orthodox,"Nov 27, 1981",Ryan Jimmo,http://www.ufcstats.com/fighter-details/bc3ec52ef70fc155
"5' 6""",135 lbs.,"65""",Orthodox,"Aug 31, 1994",Mark De La Rosa,http://www.ufcstats.com/fighter-details/f57dd0bfa8c17813
"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986",Robert Sanchez,http://www.ufcstats.com/fighter-details/546f8599a63c29da
"5' 11""",205 lbs.,"73""",Orthodox,"Mar 30, 1980",Bojan Mihajlovic,http://www.ufcstats.com/fighter-details/d6285cba1d1052e0
"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982",Daniel Omielanczuk,http://www.ufcstats.com/fighter-details/470fedbc8563ac47
"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982",Magnus Cedenblad,http://www.ufcstats.com/fighter-details/0e21976afc92e4d1
"6' 0""",155 lbs.,"71""",Southpaw,"Oct 22, 1988",Alex White,http://www.ufcstats.com/fighter-details/c17041f1bb5768d8
"6' 0""",240 lbs.,--,Orthodox,--,Steve Nelmark,http://www.ufcstats.com/fighter-details/13e62d766b709aa6
"6' 0""",185 lbs.,"74""",Orthodox,"Jul 21, 1982",Tim McKenzie,http://www.ufcstats.com/fighter-details/9ca265dfe8323db3
"5' 9""",155 lbs.,"70""",Southpaw,"Nov 29, 1984",Shane Nelson,http://www.ufcstats.com/fighter-details/2db7fa8db6bc9632
"5' 6""",125 lbs.,"65""",Orthodox,"Dec 23, 1985",Joanne Calderwood,http://www.ufcstats.com/fighter-details/12f91bfa8f1f723b
"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1979",Antonio Carvalho,http://www.ufcstats.com/fighter-details/fef3d17e27e916e7
"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985",Karlos Vemola,http://www.ufcstats.com/fighter-details/d23ccf4a6c221284
"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979",Kazuhiro Nakamura,http://www.ufcstats.com/fighter-details/b034747dc1d15491
"5' 3""",125 lbs.,"65""",Orthodox,"Aug 19, 1994",Mizuki Inoue,http://www.ufcstats.com/fighter-details/43a59ce3bb40449e
"5' 8""",115 lbs.,"67""",Orthodox,"Dec 15, 1988",Poliana Botelho,http://www.ufcstats.com/fighter-details/5c126c6aac3ef364
"5' 11""",170 lbs.,--,Orthodox,"Dec 02, 1973",Laverne Clark,http://www.ufcstats.com/fighter-details/1c2f2571b18791b6
"5' 11""",170 lbs.,--,Orthodox,--,Brad Gumm,http://www.ufcstats.com/fighter-details/4d74641fac830182
"5' 11""",155 lbs.,"72""",Orthodox,"May 21, 1989",Renato Moicano,http://www.ufcstats.com/fighter-details/b6452706b373eea1
"6' 10""",265 lbs.,--,Orthodox,"Nov 20, 1976",Gan McGee,http://www.ufcstats.com/fighter-details/d90b630e0561818b
"5' 8""",155 lbs.,--,Orthodox,"Aug 25, 1974",Allen Berube,http://www.ufcstats.com/fighter-details/aebfb84d1f6d2d8c
"6' 4""",260 lbs.,"76""",Orthodox,"May 09, 1983",Tim Hague,http://www.ufcstats.com/fighter-details/219a254e15d60135
"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982",Rafaello Oliveira,http://www.ufcstats.com/fighter-details/15b1b21cd743d652
"6' 0""",225 lbs.,--,Orthodox,"Jul 16, 1969",Melton Bowen,http://www.ufcstats.com/fighter-details/81ca2c245b19b3c5
"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",Chuck Liddell,http://www.ufcstats.com/fighter-details/a390eb8a9b2df298
"5' 5""",135 lbs.,"66""",Orthodox,"Sep 20, 1985",Sarah Kaufman,http://www.ufcstats.com/fighter-details/36df8e119aec6175
"5' 10""",185 lbs.,"73""",Orthodox,"Feb 27, 1991",Junyong Park,http://www.ufcstats.com/fighter-details/285ae0b4a68221f4
"5' 8""",145 lbs.,"69""",Orthodox,"Mar 02, 1992",Hunter Azure,http://www.ufcstats.com/fighter-details/2af2f2e26c4c0402
"6' 1""",170 lbs.,"75""",Orthodox,"Sep 02, 1987",Cathal Pendred,http://www.ufcstats.com/fighter-details/99c7610aa74995d3
"5' 6""",135 lbs.,"69""",Orthodox,"Sep 02, 1977",Jeff Curran,http://www.ufcstats.com/fighter-details/a8ea84cbe1655f0a
"5' 5""",135 lbs.,--,Orthodox,"Jan 31, 1985",Shunichi Shimizu,http://www.ufcstats.com/fighter-details/10657c60ce349e0f
"6' 0""",185 lbs.,"74""",Southpaw,"Feb 10, 1979",Nick Ring,http://www.ufcstats.com/fighter-details/b13da0b1a3aed3e7
"6' 2""",170 lbs.,"76""",Orthodox,"Oct 30, 1986",Adlan Amagov,http://www.ufcstats.com/fighter-details/1e327b281ef6a745
"6' 2""",265 lbs.,"75""",Orthodox,"Aug 04, 1986",Jared Rosholt,http://www.ufcstats.com/fighter-details/91ea901c458e95dd
"5' 9""",145 lbs.,"71""",Orthodox,"Feb 04, 1981",Yaotzin Meza,http://www.ufcstats.com/fighter-details/3623bd267a2eef2e
"6' 2""",185 lbs.,"74""",Orthodox,"Nov 20, 1997",Edmen Shahbazyan,http://www.ufcstats.com/fighter-details/4144798612ef96e5
"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",Pat Barry,http://www.ufcstats.com/fighter-details/658c3465581ae46b
"5' 9""",155 lbs.,--,Orthodox,"May 12, 1984",Junie Browning,http://www.ufcstats.com/fighter-details/d74cba8566291bfa
"5' 10""",170 lbs.,--,Orthodox,"Jun 01, 1983",Wendell Oliveira Marques,http://www.ufcstats.com/fighter-details/32c03df3c9760069
"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981",Luiz Cane,http://www.ufcstats.com/fighter-details/24b033b3daf1c9df
"5' 9""",135 lbs.,"72""",Orthodox,"May 25, 1991",Albert Morales,http://www.ufcstats.com/fighter-details/544d7460b3e44393
"6' 0""",170 lbs.,"73""",Orthodox,"Feb 08, 1989",Pawel Pawlak,http://www.ufcstats.com/fighter-details/9310418684bc896f
"5' 8""",155 lbs.,"70""",Southpaw,"Oct 19, 1988",Drew Dober,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75
"5' 9""",170 lbs.,--,Southpaw,"Nov 30, 1970",Jutaro Nakao,http://www.ufcstats.com/fighter-details/95eb112a85601a0a
"5' 7""",155 lbs.,--,Orthodox,"Nov 25, 1979",Richard Crunkilton,http://www.ufcstats.com/fighter-details/22ee260735da0d58
"5' 7""",125 lbs.,"65""",Orthodox,"Aug 19, 1988",Priscila Cachoeira,http://www.ufcstats.com/fighter-details/b1e5bcaad32a3cac
"6' 5""",250 lbs.,"81""",Orthodox,"Feb 05, 1992",Adam Wieczorek,http://www.ufcstats.com/fighter-details/efa1f6b42c86793c
"5' 11""",145 lbs.,"70""",Orthodox,"Feb 15, 1987",Steven Siler,http://www.ufcstats.com/fighter-details/d188a3b817860ec6
"6' 2""",205 lbs.,--,Orthodox,"Nov 25, 1991",Abdul-Kerim Edilov,http://www.ufcstats.com/fighter-details/37e03538c960bac6
"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993",Taila Santos,http://www.ufcstats.com/fighter-details/f7467152fd9f18a2
"5' 11""",170 lbs.,--,Orthodox,"May 06, 1982",Luiz Dutra,http://www.ufcstats.com/fighter-details/2153a7f8396a46cc
"5' 11""",170 lbs.,--,Orthodox,"Sep 21, 1970",Ronald Jhun,http://www.ufcstats.com/fighter-details/b9e871af730f826c
"6' 1""",205 lbs.,"74""",Orthodox,"Sep 25, 1995",Aleksa Camur,http://www.ufcstats.com/fighter-details/c2a670b22d2e196f
"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979",Danny Castillo,http://www.ufcstats.com/fighter-details/d1e7fc58d4225cdf
"6' 2""",240 lbs.,"78""",Orthodox,"Aug 17, 1985",Philipe Lins,http://www.ufcstats.com/fighter-details/53c943c873cffe90
"5' 7""",185 lbs.,--,Southpaw,"Sep 28, 1976",Jordan Radev,http://www.ufcstats.com/fighter-details/45bc8f98d62bd096
"5' 11""",170 lbs.,"73""",Orthodox,"Jul 18, 1984",Ben Askren,http://www.ufcstats.com/fighter-details/0b31f87be71ebbb1
"5' 4""",135 lbs.,"65""",Southpaw,"May 22, 1987",Amanda Lemos,http://www.ufcstats.com/fighter-details/3df5493bb279226f
"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",Kenny Florian,http://www.ufcstats.com/fighter-details/cb139171ed1b69fe
"5' 9""",135 lbs.,"71""",Southpaw,"Aug 05, 1989",Aaron Phillips,http://www.ufcstats.com/fighter-details/34c2b3656f88f7ef
"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992",Khalid Taha,http://www.ufcstats.com/fighter-details/b4537562f88ac582
"5' 7""",155 lbs.,"71""",Orthodox,"Feb 03, 1980",Rodrigo Damm,http://www.ufcstats.com/fighter-details/a20d7dfaba74c067
"6' 1""",200 lbs.,--,Southpaw,--,Todd Butler,http://www.ufcstats.com/fighter-details/3fed746acfd026dd
"6' 0""",155 lbs.,"76""",Southpaw,"Mar 18, 1986",Mike Ricci,http://www.ufcstats.com/fighter-details/3c921b1a30fdcbdd
"5' 10""",170 lbs.,"71""",Orthodox,"Jul 20, 1986",Gilbert Burns,http://www.ufcstats.com/fighter-details/23024fdfc966410a
"5' 11""",170 lbs.,"76""",Orthodox,"Feb 19, 1981",Ben Alloway,http://www.ufcstats.com/fighter-details/c4fe2e9a06ea5bcb
"6' 0""",155 lbs.,"71""",Switch,"May 01, 1992",Jonathan Pearce,http://www.ufcstats.com/fighter-details/87c0b1c696ddfb43
"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979",Daniel Cormier,http://www.ufcstats.com/fighter-details/d967f0128c323de6
"5' 10""",155 lbs.,--,Southpaw,"Jun 22, 1996",Jesus Pinedo,http://www.ufcstats.com/fighter-details/25af5e832f17b474
"6' 3""",200 lbs.,--,Orthodox,--,Bob Gilstrap,http://www.ufcstats.com/fighter-details/c96518b7f6881004
"5' 7""",115 lbs.,"64""",Orthodox,"Oct 04, 1985",Jocelyn Jones-Lybarger,http://www.ufcstats.com/fighter-details/1a98c9dbb7fc3959
"5' 7""",145 lbs.,"66""",Orthodox,"Sep 15, 1987",Mike Wilkinson,http://www.ufcstats.com/fighter-details/cfaf010d5b389c09
"6' 1""",185 lbs.,"76""",Southpaw,"Aug 02, 1983",Nick Diaz,http://www.ufcstats.com/fighter-details/f57a8a52ca401ed9
"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984",Siyar Bahadurzada,http://www.ufcstats.com/fighter-details/aec185309b4843d0
"6' 0""",205 lbs.,--,Orthodox,--,Fabio Gurgel,http://www.ufcstats.com/fighter-details/8377c5572cb356f3
"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",Ryan Benoit,http://www.ufcstats.com/fighter-details/20999e27ddd94bda
"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",David Bielkheden,http://www.ufcstats.com/fighter-details/1efa064872f089d0
"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",Joseph Benavidez,http://www.ufcstats.com/fighter-details/80eacd4da0617c57
"6' 2""",170 lbs.,"75""",Orthodox,"Apr 26, 1984",Carlos Condit,http://www.ufcstats.com/fighter-details/f9f07bb5a43535ed
"5' 11""",170 lbs.,"72""",Orthodox,"Dec 22, 1986",Zak Ottow,http://www.ufcstats.com/fighter-details/47cd337b86b1af92
"5' 1""",115 lbs.,"63""",Orthodox,"Aug 28, 1993",Viviane Pereira,http://www.ufcstats.com/fighter-details/d50382dc0565a9e1
"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987",Ramazan Emeev,http://www.ufcstats.com/fighter-details/abd5fb12437eda21
"6' 1""",275 lbs.,--,Orthodox,"Dec 19, 1969",Tedd Williams,http://www.ufcstats.com/fighter-details/b63e800c18e011b5
"6' 4""",235 lbs.,--,Southpaw,"Dec 29, 1980",Josh Shockman,http://www.ufcstats.com/fighter-details/821cd80aab70d5f9
"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982",Travis Browne,http://www.ufcstats.com/fighter-details/3236bf606fe9fa5b
"6' 0""",205 lbs.,--,Orthodox,"Aug 15, 1972",Katsuhisa Fujii,http://www.ufcstats.com/fighter-details/d71d968dc6ecfdaf
"5' 4""",135 lbs.,"67""",Orthodox,"Apr 27, 1985",Sijara Eubanks,http://www.ufcstats.com/fighter-details/4234f0097c83fa62
"5' 7""",125 lbs.,"68""",Orthodox,"Feb 21, 1981",Chris Kelades,http://www.ufcstats.com/fighter-details/56c9acc4e86046a2
